text,target,sample_id,review_id,lang,range,aspect_category,sentiment,from,to
The menu is very limited - i think we counted 4 or 5 entrees.,menu,476,90,EN,"[4,8)",food#style_options,NEGATIVE,4,8
"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",grilled branzino,477,90,EN,"[24,40)",food#quality,NEGATIVE,24,40
"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor,478,90,EN,"[4,9)",ambience#general,NEUTRAL,4,9
Problem is nothing at Prune is particularly memorable.,Prune,479,90,EN,"[22,27)",restaurant#general,NEGATIVE,22,27
No plans to return anytime soon.,,480,90,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
This place is so much fun.,place,481,91,EN,"[5,10)",ambience#general,POSITIVE,5,10
Our family never expected such incredible entertainment in a restaurant.,entertainment,482,91,EN,"[42,55)",ambience#general,POSITIVE,42,55
Our food was great too!,food,485,91,EN,"[4,8)",food#quality,POSITIVE,4,8
And really large portions.,portions,486,91,EN,"[17,25)",food#style_options,POSITIVE,17,25
The staff was the friendliest that have seen in New York.,staff,487,91,EN,"[4,9)",service#general,POSITIVE,4,9
We will go back every time we are in the City.,,488,91,EN,"[0,0)",restaurant#general,POSITIVE,0,0
If you want something really different than try Jekyll and Hyde.,Jekyll and Hyde,489,92,EN,"[48,63)",restaurant#general,POSITIVE,48,63
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,,490,92,EN,"[0,0)",ambience#general,POSITIVE,0,0
The food was pretty tradional but it was hot and good with large portions.,food,491,92,EN,"[4,8)",food#quality,POSITIVE,4,8
The food was pretty tradional but it was hot and good with large portions.,portions,491,92,EN,"[65,73)",food#style_options,POSITIVE,65,73
I highly recommend it.,,492,92,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The place is a lot of fun.,place,494,93,EN,"[4,9)",ambience#general,POSITIVE,4,9
My six year old loved it.,,495,93,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The characters really make for an enjoyable experience.,characters,496,93,EN,"[4,14)",ambience#general,POSITIVE,4,14
"The food however, is what one might expect.",food,497,93,EN,"[4,8)",food#quality,NEGATIVE,4,8
It is very overpriced and not very tasty.,,498,93,EN,"[0,0)",food#quality,NEGATIVE,0,0
It is very overpriced and not very tasty.,,498,93,EN,"[0,0)",food#prices,NEGATIVE,0,0
"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",Jeckll and Hydes,499,93,EN,"[17,33)",restaurant#general,POSITIVE,17,33
We had a good time.,,500,93,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,,501,94,EN,"[0,0)",service#general,NEGATIVE,0,0
Service was slow had to wait to order and get food although not crowded.,Service,502,94,EN,"[0,7)",service#general,NEGATIVE,0,7
Drinks way over priced.,Drinks,503,94,EN,"[0,6)",drinks#prices,NEGATIVE,0,6
Food was good not great not worth the wait or another visit,Food,504,94,EN,"[0,4)",food#quality,NEUTRAL,0,4
Food was good not great not worth the wait or another visit,,504,94,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
Great pizza for lunch place.,pizza,505,95,EN,"[6,11)",food#quality,POSITIVE,6,11
Service was quick.,Service,506,95,EN,"[0,7)",service#general,POSITIVE,0,7
The pizza was great.,pizza,507,95,EN,"[4,9)",food#quality,POSITIVE,4,9
And it was quick which is very important.,,508,95,EN,"[0,0)",service#general,POSITIVE,0,0
It was wonderful.,,510,95,EN,"[0,0)",drinks#quality,POSITIVE,0,0
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",fish,511,96,EN,"[63,67)",food#quality,POSITIVE,63,67
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",service,511,96,EN,"[78,85)",service#general,POSITIVE,78,85
Delivery is fast too.,Delivery,512,96,EN,"[0,8)",service#general,POSITIVE,0,8
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",service,513,96,EN,"[15,22)",service#general,POSITIVE,15,22
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",seating,513,96,EN,"[29,36)",service#general,POSITIVE,29,36
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",Delivery,513,96,EN,"[43,51)",service#general,POSITIVE,43,51
"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",sushi,513,96,EN,"[63,68)",food#quality,POSITIVE,63,68
A little overpriced but worth it once you take a bite.,,514,96,EN,"[0,0)",food#prices,NEGATIVE,0,0
A little overpriced but worth it once you take a bite.,,514,96,EN,"[0,0)",food#quality,POSITIVE,0,0
Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,516,97,EN,"[63,68)",food#quality,POSITIVE,63,68
"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,517,97,EN,"[4,10)",food#quality,POSITIVE,4,10
"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,517,97,EN,"[4,10)",food#style_options,POSITIVE,4,10
They have a huge selection of different cream cheeses and all of their salads are great.,salads,518,97,EN,"[71,77)",food#quality,POSITIVE,71,77
They have a huge selection of different cream cheeses and all of their salads are great.,cream cheeses,518,97,EN,"[40,53)",food#style_options,POSITIVE,40,53
The lox is always fresh too.,lox,519,97,EN,"[4,7)",food#quality,POSITIVE,4,7
Highly recommended to all!,,520,97,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Not impressed with the food.,food,523,98,EN,"[23,27)",food#quality,NEGATIVE,23,27
Prices too high for this cramped and unappealing resturant.,resturant,524,98,EN,"[49,58)",restaurant#prices,NEGATIVE,49,58
Prices too high for this cramped and unappealing resturant.,resturant,524,98,EN,"[49,58)",ambience#general,NEGATIVE,49,58
Zero ambiance to boot.,ambiance,525,98,EN,"[5,13)",ambience#general,NEGATIVE,5,13
I thought this place was totally overrated.,place,526,99,EN,"[15,20)",restaurant#general,NEGATIVE,15,20
Everything we had was good or ok....but definitely nothing great.,,527,99,EN,"[0,0)",food#quality,NEUTRAL,0,0
"The ambience was nice, but service wasn't so great.",ambience,528,99,EN,"[4,12)",ambience#general,POSITIVE,4,12
"The ambience was nice, but service wasn't so great.",service,528,99,EN,"[27,34)",service#general,NEGATIVE,27,34
"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",,529,99,EN,"[0,0)",restaurant#general,NEGATIVE,0,0
"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",,529,99,EN,"[0,0)",restaurant#prices,NEGATIVE,0,0
This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,Shabu-Shabu Restaurant,530,100,EN,"[17,39)",restaurant#general,POSITIVE,17,39
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,531,100,EN,"[55,59)",food#quality,POSITIVE,55,59
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,feel,531,100,EN,"[68,72)",ambience#general,POSITIVE,68,72
Thius is a must for anyone who loves Shabu-Shabu.,Shabu-Shabu,532,100,EN,"[37,48)",food#quality,POSITIVE,37,48
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,533,101,EN,"[4,14)",ambience#general,POSITIVE,4,14
The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner,534,101,EN,"[4,9)",restaurant#miscellaneous,POSITIVE,4,9
The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff,534,101,EN,"[14,19)",restaurant#miscellaneous,POSITIVE,14,19
The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambiance,534,101,EN,"[73,81)",ambience#general,POSITIVE,73,81
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu,535,101,EN,"[27,31)",food#style_options,NEGATIVE,27,31
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",,535,101,EN,"[0,0)",food#quality,POSITIVE,0,0
"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",,535,101,EN,"[0,0)",food#style_options,POSITIVE,0,0
I must give it Yon out of Yon stars!,,536,101,EN,"[0,0)",restaurant#general,POSITIVE,0,0
Taxan delicious!,Taxan,537,101,EN,"[0,5)",food#quality,POSITIVE,0,5
We weren't!,,540,102,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The prices were CHEAP compared to the quality of service and food.,,541,102,EN,"[0,0)",restaurant#prices,POSITIVE,0,0
The prices were CHEAP compared to the quality of service and food.,service,541,102,EN,"[49,56)",service#general,POSITIVE,49,56
The prices were CHEAP compared to the quality of service and food.,food,541,102,EN,"[61,65)",food#quality,POSITIVE,61,65
"We liked it so much, that we will always make it a point to dine here when we visit New York.",,542,102,EN,"[0,0)",restaurant#general,POSITIVE,0,0
The location and ambience is Ok but the food is what makes up for it.,location,544,103,EN,"[4,12)",location#general,NEUTRAL,4,12
The location and ambience is Ok but the food is what makes up for it.,ambience,544,103,EN,"[17,25)",ambience#general,NEUTRAL,17,25
The location and ambience is Ok but the food is what makes up for it.,food,544,103,EN,"[40,44)",food#quality,POSITIVE,40,44
There is a lot of variety even for people who eat vegetarian like me.,,545,103,EN,"[0,0)",food#style_options,POSITIVE,0,0
Try green curry with vegetables.,green curry with vegetables,546,103,EN,"[4,31)",food#quality,POSITIVE,4,31
"The quantity is also very good, you will come out satisfied.",quantity,547,103,EN,"[4,12)",food#style_options,POSITIVE,4,12
"The service is ok, some of the people didn't get what they asked for.",service,548,103,EN,"[4,11)",service#general,NEUTRAL,4,11
I was there on sat. for my birthday and we had an excellent time.,,549,104,EN,"[0,0)",restaurant#general,POSITIVE,0,0
I had the best ravioli ever.,ravioli,550,104,EN,"[15,22)",food#quality,POSITIVE,15,22
The wine the service was very good too.,wine,551,104,EN,"[4,8)",drinks#quality,POSITIVE,4,8
The wine the service was very good too.,service,551,104,EN,"[13,20)",service#general,POSITIVE,13,20
Moderate prices.,,552,104,EN,"[0,0)",restaurant#prices,NEUTRAL,0,0
A little noise but I think that was because of our party!,,553,104,EN,"[0,0)",ambience#general,NEUTRAL,0,0
This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,trattoria,555,105,EN,"[25,34)",ambience#general,POSITIVE,25,34
This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,trattoria,555,105,EN,"[25,34)",restaurant#general,POSITIVE,25,34
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food,556,105,EN,"[4,8)",food#quality,POSITIVE,4,8
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",dishes,556,105,EN,"[72,78)",food#quality,POSITIVE,72,78
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",specials,556,105,EN,"[33,41)",food#quality,POSITIVE,33,41
"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",regular menu-fare,556,105,EN,"[49,66)",food#quality,POSITIVE,49,66
"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",parmesean porcini souffle,557,105,EN,"[17,42)",food#quality,POSITIVE,17,42
"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",lamb glazed with balsamic vinegar,557,105,EN,"[50,83)",food#quality,POSITIVE,50,83
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light,558,105,EN,"[49,61)",ambience#general,POSITIVE,49,61
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food,558,105,EN,"[63,67)",food#quality,POSITIVE,63,67
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,558,105,EN,"[80,87)",service#general,POSITIVE,80,87
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",tables,558,105,EN,"[13,19)",ambience#general,NEGATIVE,13,19
A guaranteeed delight!,,559,105,EN,"[0,0)",restaurant#general,POSITIVE,0,0
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,560,106,EN,"[99,103)",food#quality,POSITIVE,99,103
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",wine,560,106,EN,"[108,112)",drinks#quality,POSITIVE,108,112
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,560,106,EN,"[99,103)",food#prices,POSITIVE,99,103
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",wine,560,106,EN,"[108,112)",drinks#prices,POSITIVE,108,112
"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",marinara/arrabiatta sauce,561,106,EN,"[19,44)",food#quality,POSITIVE,19,44
"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",mozzarella en Carozza,561,106,EN,"[50,71)",food#quality,POSITIVE,50,71
"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",,561,106,EN,"[0,0)",food#quality,POSITIVE,0,0
